date,weekday,is_festival,guests,sales,assigned_staff,total_staff_level,staff_count
2014-07-10,Thursday,False,133,160531,"['Charlie', 'Hannah', 'Quinn', 'Alice']",13,4
2014-07-11,Friday,False,241,482000,"['Jack', 'Hannah', 'Bob', 'Grace', 'Sophia', 'Alice', 'Kevin', 'Liam', 'Noah']",24,9
2014-07-12,Saturday,False,294,356328,"['Quinn', 'Paul', 'Jack', 'Sophia', 'Eve', 'Kevin', 'Hannah', 'Olivia']",29,8
2014-07-13,Sunday,False,182,135044,"['Eve', 'Mia', 'Grace', 'Charlie', 'Jack']",18,5
2014-07-14,Monday,False,143,186472,"['Grace', 'Sophia', 'Riley', 'Noah', 'Kevin', 'Alice']",14,6
2014-07-15,Tuesday,False,230,352820,"['Uma', 'Jack', 'Alice', 'Sophia', 'Riley', 'Eve', 'Ivy']",23,7
2014-07-16,Wednesday,False,164,175972,"['Alice', 'Olivia', 'Liam', 'Kevin', 'Ivy']",16,5
2014-07-17,Thursday,False,123,209838,"['David', 'Olivia', 'Alice', 'Noah', 'Bob']",12,5
2014-07-18,Friday,False,170,228820,"['Riley', 'Bob', 'Eve', 'Jack', 'Mia', 'Alice']",17,6
2014-07-19,Saturday,False,219,185931,"['Alice', 'Eve', 'Uma', 'Sophia', 'Liam', 'Olivia']",21,6
2014-07-20,Sunday,False,241,310167,"['Eve', 'Hannah', 'Paul', 'Grace', 'Bob', 'Sophia', 'Alice', 'Riley']",24,8
2014-07-21,Monday,False,243,157950,"['Mia', 'Tyler', 'Olivia', 'Eve', 'Bob', 'Kevin', 'Jack']",24,7
2014-07-22,Tuesday,False,214,393546,"['Eve', 'Charlie', 'Sophia', 'Paul', 'Kevin', 'Bob', 'Alice']",21,7
2014-07-23,Wednesday,False,107,118449,"['Alice', 'Bob', 'Tyler', 'Grace']",10,4
2014-07-24,Thursday,False,127,210058,"['Grace', 'Mia', 'Kevin', 'Alice']",12,4
2014-07-25,Friday,False,229,272739,"['Bob', 'Ivy', 'Alice', 'Kevin', 'Frank', 'Riley', 'Hannah', 'Sophia']",22,8
2014-07-26,Saturday,False,102,88842,"['Olivia', 'Uma', 'Frank']",10,3
2014-07-27,Sunday,False,225,135450,"['Noah', 'Tyler', 'Uma', 'Riley', 'David', 'Ivy']",22,6
2014-07-28,Monday,False,126,183708,"['Jack', 'Noah', 'Liam', 'Charlie', 'Alice']",12,5
2014-07-29,Tuesday,False,101,106555,"['Kevin', 'Jack', 'Eve']",10,3
2014-07-30,Wednesday,False,110,209660,"['Eve', 'Quinn', 'Alice']",11,3
2014-07-31,Thursday,False,115,191360,"['Quinn', 'Jack', 'Riley', 'Frank']",11,4
2014-08-01,Friday,False,249,167079,"['Kevin', 'Jack', 'Grace', 'Mia', 'David', 'Riley', 'Uma']",24,7
2014-08-02,Saturday,False,323,393414,"['Frank', 'Alice', 'David', 'Liam', 'Hannah', 'Kevin', 'Olivia', 'Jack', 'Noah', 'Mia', 'Bob']",32,11
2014-08-03,Sunday,False,198,248688,"['Jack', 'Olivia', 'Kevin', 'Mia', 'David', 'Riley']",19,6
2014-08-04,Monday,False,236,269984,"['Sophia', 'Olivia', 'Paul', 'Ivy', 'Jack', 'Eve', 'Alice']",23,7
2014-08-05,Tuesday,False,224,214592,"['David', 'Liam', 'Tyler', 'Bob', 'Mia', 'Riley', 'Alice']",22,7
2014-08-06,Wednesday,False,241,430426,"['Hannah', 'Liam', 'Kevin', 'Mia', 'Tyler', 'Grace', 'Alice']",24,7
2014-08-07,Thursday,False,209,261668,"['Kevin', 'Tyler', 'Eve', 'David', 'Noah', 'Alice']",19,6
2014-08-08,Friday,False,163,282479,"['David', 'Grace', 'Sophia', 'Bob', 'Jack', 'Frank']",16,6
2014-08-09,Saturday,False,290,203290,"['Olivia', 'Tyler', 'Noah', 'Alice', 'Eve', 'Ivy', 'Hannah', 'Kevin', 'Jack']",29,9
2014-08-10,Sunday,False,186,211110,"['Mia', 'Hannah', 'Ivy', 'Liam']",18,4
2014-08-11,Monday,False,217,213311,"['Sophia', 'Bob', 'Paul', 'Riley', 'David', 'Hannah', 'Alice']",20,7
2014-08-12,Tuesday,False,176,338096,"['Olivia', 'Eve', 'Mia', 'Tyler']",17,4
2014-08-13,Wednesday,False,142,158898,"['Charlie', 'Bob', 'Alice', 'Quinn', 'Noah']",13,5
2014-08-14,Thursday,False,188,128780,"['Frank', 'Bob', 'Olivia', 'Noah', 'Tyler', 'Mia']",18,6
2014-08-15,Friday,False,82,122262,"['Kevin', 'Mia']",8,2
2014-08-16,Saturday,False,185,290265,"['Uma', 'Quinn', 'Ivy', 'Noah', 'Alice']",18,5
2014-08-17,Sunday,False,397,703881,"['David', 'Eve', 'Alice', 'Charlie', 'Tyler', 'Ivy', 'Quinn', 'Jack', 'Frank', 'Liam', 'Bob', 'Noah']",39,12
2014-08-18,Monday,False,113,80569,"['Paul', 'Jack', 'Tyler', 'Alice']",11,4
2014-08-19,Tuesday,False,199,333524,"['Kevin', 'Uma', 'Tyler', 'Quinn', 'Jack']",19,5
2014-08-20,Wednesday,False,131,81351,"['Charlie', 'Olivia', 'Mia', 'Riley']",13,4
2014-08-21,Thursday,False,101,104434,"['Olivia', 'Eve', 'Frank']",10,3
2014-08-22,Friday,False,129,173118,"['Ivy', 'David', 'Riley', 'Alice']",12,4
2014-08-23,Saturday,False,386,429618,"['Quinn', 'Liam', 'David', 'Olivia', 'Mia', 'Bob', 'Kevin', 'Tyler', 'Riley', 'Ivy', 'Alice']",38,11
2014-08-24,Sunday,False,227,377047,"['David', 'Alice', 'Noah', 'Jack', 'Paul', 'Uma', 'Frank', 'Bob']",22,8
2014-08-25,Monday,False,200,187600,"['Ivy', 'Uma', 'Eve', 'Jack', 'Olivia']",20,5
2014-08-26,Tuesday,False,182,141596,"['Riley', 'Liam', 'Tyler', 'Sophia', 'Paul', 'Alice']",18,6
2014-08-27,Wednesday,False,229,333424,"['Frank', 'Alice', 'Liam', 'Paul', 'Ivy', 'Grace', 'Sophia']",22,7
2014-08-28,Thursday,False,209,286121,"['Jack', 'Hannah', 'Riley', 'Grace', 'Tyler', 'Frank', 'Noah', 'Alice']",20,8
2014-08-29,Friday,False,141,215166,"['Eve', 'Mia', 'Olivia', 'Alice']",14,4
2014-08-30,Saturday,False,127,221615,"['David', 'Bob', 'Charlie', 'Sophia']",12,4
2014-08-31,Sunday,False,112,78624,"['Mia', 'Charlie', 'Olivia']",11,3
2014-09-01,Monday,False,236,274940,"['Kevin', 'Olivia', 'Quinn', 'Charlie', 'Tyler', 'Sophia', 'Frank']",23,7
2014-09-02,Tuesday,False,123,206271,"['Hannah', 'Noah', 'Charlie', 'Alice', 'Jack']",12,5
2014-09-03,Wednesday,False,88,73216,"['Noah', 'Alice', 'Kevin', 'Bob']",8,4
2014-09-04,Thursday,True,351,611091,"['Noah', 'Kevin', 'Paul', 'Tyler', 'Alice', 'Grace', 'Eve', 'Mia', 'Jack', 'Hannah', 'Bob']",35,11
2014-09-05,Friday,False,92,120520,"['Bob', 'Liam', 'Charlie']",9,3
2014-09-06,Saturday,False,221,390949,"['Jack', 'Frank', 'Bob', 'Paul', 'Alice', 'Quinn', 'Charlie', 'Sophia']",22,8
2014-09-07,Sunday,False,349,285482,"['Bob', 'Jack', 'Olivia', 'Sophia', 'Alice', 'Tyler', 'Frank', 'Liam', 'David', 'Grace', 'Hannah', 'Noah']",34,12
2014-09-08,Monday,False,121,178233,"['Noah', 'Grace', 'Jack', 'Ivy']",12,4
2014-09-09,Tuesday,False,107,164138,"['Uma', 'David', 'Alice']",10,3
2014-09-10,Wednesday,False,187,115005,"['Frank', 'Quinn', 'Ivy', 'Noah', 'Sophia', 'Alice']",18,6
2014-09-11,Thursday,False,217,208537,"['Uma', 'Kevin', 'Hannah', 'David', 'Quinn']",21,5
2014-09-12,Friday,False,113,186450,"['Olivia', 'Paul', 'Tyler']",11,3
2014-09-13,Saturday,False,212,319060,"['Alice', 'Paul', 'Quinn', 'Kevin', 'Sophia', 'Uma']",21,6
2014-09-14,Sunday,False,149,183717,"['Alice', 'Frank', 'Eve', 'Paul', 'Bob']",14,5
2014-09-15,Monday,False,89,56248,"['Quinn', 'Alice', 'Jack']",8,3
2014-09-16,Tuesday,False,108,182736,"['Paul', 'Bob', 'Charlie', 'Alice']",10,4
2014-09-17,Wednesday,False,165,299970,"['Uma', 'Alice', 'Ivy', 'Hannah']",15,4
2014-09-18,Thursday,False,193,358015,"['Grace', 'Riley', 'Mia', 'Bob', 'Uma', 'Frank']",19,6
2014-09-19,Friday,False,188,127276,"['Bob', 'Eve', 'Charlie', 'Kevin', 'Uma']",18,5
2014-09-20,Saturday,False,128,160768,"['Sophia', 'Charlie', 'Riley', 'Alice', 'Olivia']",12,5
2014-09-21,Sunday,False,246,218940,"['Sophia', 'Liam', 'Kevin', 'Mia', 'Hannah', 'Ivy']",24,6
2014-09-22,Monday,False,142,233022,"['Bob', 'Olivia', 'Sophia', 'Quinn', 'Alice']",14,5
2014-09-23,Tuesday,False,133,206948,"['Eve', 'Uma', 'Bob', 'Alice']",13,4
2014-09-24,Wednesday,False,239,240912,"['Quinn', 'Noah', 'Bob', 'Alice', 'Mia', 'Eve', 'Sophia']",23,7
2014-09-25,Thursday,False,113,127690,"['Charlie', 'Jack', 'Tyler', 'Riley']",11,4
2014-09-26,Friday,False,106,204368,"['Eve', 'Hannah', 'Alice']",10,3
2014-09-27,Saturday,False,227,278756,"['Riley', 'Ivy', 'Mia', 'Grace', 'Alice', 'Tyler', 'Bob']",22,7
2014-09-28,Sunday,False,226,284308,"['Paul', 'Olivia', 'Grace', 'Frank', 'Noah', 'Jack', 'Quinn', 'Alice']",22,8
2014-09-29,Monday,False,83,73953,"['Olivia', 'Tyler', 'Alice']",8,3
2014-09-30,Tuesday,False,149,220818,"['Jack', 'Olivia', 'Quinn', 'Grace', 'Alice']",14,5
2014-10-01,Wednesday,False,118,187974,"['Bob', 'Quinn', 'Riley', 'Frank']",11,4
2014-10-02,Thursday,False,244,368684,"['Sophia', 'Charlie', 'Jack', 'Noah', 'Mia', 'Eve', 'Frank', 'Bob']",24,8
2014-10-03,Friday,False,223,191334,"['Noah', 'Hannah', 'Charlie', 'Eve', 'Ivy', 'Sophia']",22,6
2014-10-04,Saturday,False,210,275940,"['Liam', 'Sophia', 'Noah', 'Kevin', 'Quinn', 'Paul']",21,6
2014-10-05,Sunday,False,296,309912,"['Olivia', 'Liam', 'Bob', 'Sophia', 'Grace', 'Riley', 'Tyler', 'Ivy', 'Jack', 'Alice']",29,10
2014-10-06,Monday,False,116,93264,"['Mia', 'Uma', 'Alice']",11,3
2014-10-07,Tuesday,False,92,147200,"['Tyler', 'Ivy']",9,2
2014-10-08,Wednesday,False,177,342318,"['Frank', 'Tyler', 'Grace', 'Riley', 'Liam', 'Alice']",16,6
2014-10-09,Thursday,False,119,89726,"['Kevin', 'Tyler', 'Bob', 'Riley']",11,4
2014-10-10,Friday,False,249,455919,"['Olivia', 'Bob', 'Alice', 'Charlie', 'Liam', 'Eve', 'David', 'Jack']",24,8
2014-10-11,Saturday,False,291,371025,"['Grace', 'Jack', 'Eve', 'Frank', 'Olivia', 'Paul', 'Liam', 'Mia', 'Alice']",29,9
2014-10-12,Sunday,False,275,186450,"['Kevin', 'Tyler', 'Bob', 'Quinn', 'Sophia', 'Frank', 'Hannah', 'David']",27,8
2014-10-13,Monday,False,132,137808,"['Mia', 'Alice', 'Charlie', 'Olivia']",12,4
2014-10-14,Tuesday,False,229,232435,"['Quinn', 'Jack', 'Liam', 'Tyler', 'Mia', 'Frank']",22,6
2014-10-15,Wednesday,False,227,198398,"['Liam', 'Olivia', 'Frank', 'Alice', 'Mia', 'Kevin', 'Charlie']",21,7
2014-10-16,Thursday,True,175,280350,"['Ivy', 'Quinn', 'Mia', 'Alice']",16,4
2014-10-17,Friday,False,183,338367,"['Paul', 'Olivia', 'David', 'Jack', 'Frank', 'Alice', 'Noah']",18,7
2014-10-18,Saturday,False,201,351348,"['Kevin', 'Olivia', 'Uma', 'Charlie', 'Bob', 'Sophia', 'Alice']",20,7
2014-10-19,Sunday,False,304,480016,"['Olivia', 'Mia', 'Riley', 'Kevin', 'Jack', 'Hannah', 'Charlie', 'Noah', 'Bob', 'Grace', 'Alice']",30,11
2014-10-20,Monday,False,218,410930,"['Paul', 'Frank', 'Hannah', 'Mia', 'Sophia', 'Noah', 'Alice']",21,7
2014-10-21,Tuesday,False,157,186045,"['Sophia', 'Bob', 'Jack', 'Charlie', 'Grace', 'Frank']",15,6
2014-10-22,Wednesday,False,83,131555,"['Frank', 'David', 'Bob']",8,3
2014-10-23,Thursday,False,139,188484,"['Bob', 'Hannah', 'Charlie', 'Liam']",13,4
2014-10-24,Friday,False,243,234981,"['David', 'Ivy', 'Grace', 'Tyler', 'Eve', 'Frank', 'Alice']",24,7
2014-10-25,Saturday,False,173,262095,"['Frank', 'Riley', 'Uma', 'Sophia', 'Paul', 'Alice']",17,6
2014-10-26,Sunday,False,248,485088,"['Noah', 'Hannah', 'Liam', 'Jack', 'Charlie', 'Sophia', 'Ivy', 'Alice']",24,8
2014-10-27,Monday,False,92,61548,"['Tyler', 'Olivia', 'Riley']",9,3
2014-10-28,Tuesday,True,326,228526,"['Mia', 'Paul', 'David', 'Jack', 'Charlie', 'Grace', 'Kevin', 'Noah', 'Quinn', 'Alice']",32,10
2014-10-29,Wednesday,False,92,133952,"['Mia', 'Alice', 'Charlie']",9,3
2014-10-30,Thursday,False,202,322998,"['Grace', 'David', 'Paul', 'Ivy', 'Noah', 'Frank']",20,6
2014-10-31,Friday,False,187,278256,"['Alice', 'Paul', 'Noah', 'Tyler', 'Quinn', 'Bob']",18,6
2014-11-01,Saturday,False,166,229246,"['Alice', 'Jack', 'Noah', 'Bob', 'Olivia', 'Eve']",15,6
2014-11-02,Sunday,False,317,205099,"['Uma', 'Ivy', 'Eve', 'Olivia', 'Bob', 'Noah', 'Charlie', 'Mia', 'Alice']",31,9
2014-11-03,Monday,False,126,109116,"['Quinn', 'Riley', 'Hannah', 'Alice']",12,4
2014-11-04,Tuesday,False,194,375196,"['Mia', 'Jack', 'Kevin', 'Liam', 'Noah', 'Grace']",19,6
2014-11-05,Wednesday,False,137,196595,"['Tyler', 'Paul', 'Grace', 'Alice']",12,4
2014-11-06,Thursday,False,198,252648,"['Uma', 'David', 'Quinn', 'Olivia', 'Alice']",18,5
2014-11-07,Friday,False,151,151151,"['Paul', 'Tyler', 'Olivia', 'Bob', 'Alice']",14,5
2014-11-08,Saturday,False,296,415880,"['Noah', 'Ivy', 'Bob', 'Paul', 'Uma', 'Charlie', 'Jack', 'Olivia', 'Kevin']",29,9
2014-11-09,Sunday,False,387,272061,"['Uma', 'Riley', 'Noah', 'Alice', 'Liam', 'Kevin', 'Paul', 'Jack', 'Bob', 'Eve', 'Hannah', 'Sophia']",37,12
2014-11-10,Monday,False,178,151834,"['Frank', 'Charlie', 'Ivy', 'Kevin', 'Olivia', 'Alice']",17,6
2014-11-11,Tuesday,False,115,78430,"['Frank', 'Kevin', 'Liam', 'Jack']",11,4
2014-11-12,Wednesday,False,89,90513,"['Grace', 'Ivy']",8,2
2014-11-13,Thursday,False,149,208898,"['Alice', 'Olivia', 'Noah', 'Uma', 'Sophia']",14,5
2014-11-14,Friday,False,143,183040,"['Mia', 'Hannah', 'Noah', 'Jack', 'Alice']",14,5
2014-11-15,Saturday,False,261,454401,"['Jack', 'Olivia', 'David', 'Ivy', 'Eve', 'Riley', 'Kevin', 'Alice']",25,8
2014-11-16,Sunday,False,282,327966,"['Ivy', 'Noah', 'Bob', 'Sophia', 'Grace', 'Mia', 'Riley', 'Paul', 'Jack']",28,9
2014-11-17,Monday,False,98,126518,"['Alice', 'Uma', 'Jack']",8,3
2014-11-18,Tuesday,False,83,103750,"['Mia', 'Olivia']",8,2
2014-11-19,Wednesday,False,142,224218,"['Quinn', 'Grace', 'Charlie', 'Noah', 'Alice']",14,5
2014-11-20,Thursday,False,233,243718,"['Riley', 'Alice', 'Frank', 'Eve', 'Charlie', 'Liam', 'Grace', 'Olivia']",23,8
2014-11-21,Friday,False,198,320166,"['Alice', 'Frank', 'Noah', 'Kevin', 'Riley', 'Liam', 'Olivia', 'Jack']",19,8
2014-11-22,Saturday,False,320,338880,"['Charlie', 'Ivy', 'Frank', 'Noah', 'Riley', 'Mia', 'Sophia', 'Jack', 'Hannah', 'Paul']",32,10
2014-11-23,Sunday,False,332,344616,"['Alice', 'Tyler', 'Jack', 'Sophia', 'Ivy', 'Liam', 'Kevin', 'Hannah', 'Grace', 'Charlie']",32,10
2014-11-24,Monday,False,144,149472,"['Eve', 'Sophia', 'Grace', 'Alice', 'Riley']",14,5
2014-11-25,Tuesday,False,122,178486,"['Quinn', 'Mia', 'Frank']",12,3
2014-11-26,Wednesday,False,179,306627,"['Quinn', 'Frank', 'Noah', 'Paul', 'Riley', 'Jack']",17,6
2014-11-27,Thursday,False,188,260004,"['Uma', 'Riley', 'David', 'Noah', 'Tyler', 'Alice']",18,6
2014-11-28,Friday,False,207,258750,"['David', 'Liam', 'Bob', 'Eve', 'Grace', 'Noah']",20,6
2014-11-29,Saturday,False,266,527212,"['Quinn', 'Grace', 'Charlie', 'Kevin', 'Noah', 'Jack', 'Liam', 'Tyler']",26,8
2014-11-30,Sunday,False,394,323868,"['Frank', 'Grace', 'Uma', 'David', 'Tyler', 'Charlie', 'Sophia', 'Olivia', 'Hannah', 'Kevin', 'Ivy']",39,11
2014-12-01,Monday,False,106,136952,"['Noah', 'Tyler', 'Frank', 'Riley']",10,4
2014-12-02,Tuesday,False,135,226530,"['Alice', 'Riley', 'Noah', 'Jack', 'Mia']",12,5
2014-12-03,Wednesday,False,213,145479,"['Liam', 'Riley', 'Sophia', 'David', 'Frank', 'Noah', 'Olivia', 'Alice']",21,8
2014-12-04,Thursday,False,117,106704,"['Jack', 'Uma', 'Riley', 'Bob']",11,4
2014-12-05,Friday,False,167,121743,"['Eve', 'Charlie', 'Uma', 'Olivia']",16,4
2014-12-06,Saturday,False,388,543976,"['Grace', 'Eve', 'Charlie', 'Mia', 'Uma', 'Riley', 'Kevin', 'Jack', 'Quinn', 'Liam', 'Alice']",38,11
2014-12-07,Sunday,False,379,505965,"['Uma', 'Olivia', 'Frank', 'Tyler', 'Quinn', 'David', 'Kevin', 'Paul', 'Hannah', 'Noah', 'Alice']",37,11
2014-12-08,Monday,False,233,266319,"['David', 'Liam', 'Frank', 'Uma', 'Eve', 'Charlie']",23,6
2014-12-09,Tuesday,False,145,192415,"['Jack', 'Riley', 'Ivy', 'Frank', 'Bob', 'Alice']",14,6
2014-12-10,Wednesday,False,157,232831,"['Eve', 'Sophia', 'Mia', 'Frank']",15,4
2014-12-11,Thursday,False,157,201431,"['Olivia', 'Ivy', 'David', 'Sophia']",15,4
2014-12-12,Friday,False,243,190026,"['David', 'Kevin', 'Liam', 'Tyler', 'Bob', 'Olivia', 'Sophia', 'Alice']",24,8
2014-12-13,Saturday,False,215,267030,"['Bob', 'Kevin', 'Liam', 'Eve', 'David', 'Charlie']",21,6
2014-12-14,Sunday,False,136,251464,"['Hannah', 'Jack', 'Olivia', 'Paul']",13,4
2014-12-15,Monday,False,186,340194,"['David', 'Paul', 'Jack', 'Ivy', 'Grace']",18,5
2014-12-16,Tuesday,False,146,262654,"['Mia', 'Eve', 'Grace', 'Alice']",14,4
2014-12-17,Wednesday,False,135,222075,"['Riley', 'Eve', 'Ivy', 'Alice']",13,4
2014-12-18,Thursday,False,116,229564,"['Charlie', 'Uma', 'Frank', 'Alice']",11,4
2014-12-19,Friday,False,100,83500,"['Liam', 'Sophia', 'Olivia']",10,3
2014-12-20,Saturday,False,133,212534,"['Sophia', 'Mia', 'Noah', 'Charlie']",13,4
2014-12-21,Sunday,False,145,128470,"['Ivy', 'Olivia', 'Charlie', 'Grace']",14,4
2014-12-22,Monday,False,111,209124,"['Mia', 'Hannah', 'Alice']",10,3
2014-12-23,Tuesday,False,126,151200,"['Riley', 'Sophia', 'Frank', 'Olivia', 'Alice']",11,5
2014-12-24,Wednesday,False,181,184439,"['Hannah', 'Grace', 'Paul', 'Riley', 'David', 'Alice']",18,6
2014-12-25,Thursday,False,87,126411,"['Quinn', 'Kevin']",8,2
2014-12-26,Friday,False,227,278756,"['Quinn', 'Noah', 'Olivia', 'Paul', 'Hannah', 'Liam']",22,6
2014-12-27,Saturday,False,364,288288,"['Sophia', 'Paul', 'Hannah', 'Riley', 'Quinn', 'Mia', 'Uma', 'Kevin', 'Tyler', 'Alice']",36,10
2014-12-28,Sunday,False,182,229320,"['Olivia', 'Riley', 'Liam', 'Tyler', 'Jack', 'Frank', 'Alice']",18,7
2014-12-29,Monday,False,176,196064,"['Charlie', 'Grace', 'Kevin', 'Tyler', 'Alice', 'Frank']",16,6
2014-12-30,Tuesday,False,104,83616,"['Charlie', 'Alice', 'Eve']",9,3
2014-12-31,Wednesday,False,152,196536,"['Mia', 'Uma', 'Jack', 'Charlie']",15,4
2015-01-01,Thursday,False,174,286752,"['Sophia', 'Liam', 'Uma', 'Charlie', 'Jack']",17,5
2015-01-02,Friday,False,200,236800,"['Quinn', 'Riley', 'Sophia', 'Eve', 'Jack', 'Grace']",20,6
2015-01-03,Saturday,False,190,172140,"['Frank', 'Tyler', 'Kevin', 'Hannah', 'Bob', 'Liam']",19,6
2015-01-04,Sunday,False,142,248216,"['Charlie', 'Quinn', 'Olivia', 'Jack', 'Alice']",14,5
2015-01-05,Monday,False,116,187224,"['David', 'Tyler', 'Grace']",11,3
2015-01-06,Tuesday,False,96,111744,"['Grace', 'Uma', 'Alice']",9,3
2015-01-07,Wednesday,False,165,322080,"['Liam', 'Kevin', 'Tyler', 'Paul', 'Alice']",16,5
2015-01-08,Thursday,False,135,191025,"['Uma', 'Hannah', 'Bob', 'Alice']",12,4
2015-01-09,Friday,False,128,149120,"['Uma', 'Ivy', 'Alice']",11,3
2015-01-10,Saturday,False,353,484669,"['Alice', 'Charlie', 'Sophia', 'Grace', 'Tyler', 'Mia', 'Frank', 'Liam', 'Bob', 'David', 'Hannah']",35,11
2015-01-11,Sunday,False,361,569297,"['Ivy', 'Charlie', 'Sophia', 'Jack', 'Hannah', 'Bob', 'Liam', 'Quinn', 'Grace', 'Noah', 'Alice', 'Riley']",36,12
2015-01-12,Monday,False,93,74400,"['Eve', 'Tyler']",9,2
2015-01-13,Tuesday,False,210,231840,"['Paul', 'Hannah', 'Bob', 'Charlie', 'Liam', 'David']",21,6
2015-01-14,Wednesday,False,126,120330,"['Tyler', 'Grace', 'Jack', 'Frank', 'Alice']",12,5
2015-01-15,Thursday,False,80,151680,"['Alice', 'Kevin', 'Tyler']",8,3
2015-01-16,Friday,False,100,68100,"['Jack', 'Noah', 'Uma', 'Alice']",10,4
2015-01-17,Saturday,False,305,411750,"['Kevin', 'Tyler', 'Olivia', 'Eve', 'Riley', 'Bob', 'Jack', 'Alice', 'Grace', 'Frank', 'Charlie']",30,11
2015-01-18,Sunday,False,265,513570,"['Noah', 'Sophia', 'Frank', 'Charlie', 'Eve', 'Ivy', 'Liam', 'Bob']",26,8
2015-01-19,Monday,False,140,257740,"['Riley', 'Alice', 'Eve', 'Quinn']",13,4
2015-01-20,Tuesday,False,121,177628,"['Jack', 'Alice', 'Liam', 'Frank', 'Sophia']",12,5
2015-01-21,Wednesday,False,162,296784,"['Olivia', 'Bob', 'Noah', 'Sophia', 'Quinn', 'Alice']",16,6
2015-01-22,Thursday,False,86,100792,"['Charlie', 'Liam', 'Alice']",8,3
2015-01-23,Friday,False,100,94600,"['Mia', 'Jack', 'Noah', 'Alice']",10,4
2015-01-24,Saturday,False,281,189675,"['Charlie', 'Sophia', 'Bob', 'Uma', 'Jack', 'Grace', 'Eve', 'Tyler', 'Alice']",28,9
2015-01-25,Sunday,False,284,449856,"['Kevin', 'Sophia', 'Tyler', 'Olivia', 'Uma', 'Frank', 'Bob', 'Charlie', 'Riley', 'Alice']",28,10
2015-01-26,Monday,False,174,337734,"['Liam', 'Olivia', 'Charlie', 'Grace', 'Sophia', 'Alice']",17,6
2015-01-27,Tuesday,False,200,331800,"['Eve', 'Bob', 'Frank', 'Noah', 'Olivia', 'Hannah', 'Riley']",20,7
2015-01-28,Wednesday,False,85,164730,"['Grace', 'Ivy']",8,2
2015-01-29,Thursday,False,167,208082,"['Liam', 'Tyler', 'Olivia', 'Paul', 'Alice']",16,5
2015-01-30,Friday,False,88,60456,"['Jack', 'Charlie', 'Bob', 'Alice']",8,4
2015-01-31,Saturday,False,286,455598,"['Liam', 'Kevin', 'David', 'Hannah', 'Ivy', 'Uma', 'Olivia']",28,7
2015-02-01,Sunday,False,312,597792,"['Frank', 'Uma', 'Noah', 'Eve', 'Bob', 'Jack', 'Olivia', 'Tyler', 'Sophia', 'Riley', 'Alice']",31,11
2015-02-02,Monday,False,112,175504,"['Charlie', 'Hannah', 'Alice', 'Jack']",10,4
2015-02-03,Tuesday,False,97,87106,"['Bob', 'Alice', 'David', 'Frank']",9,4
2015-02-04,Wednesday,False,87,166866,"['Noah', 'Olivia', 'Kevin']",8,3
2015-02-05,Thursday,False,144,139392,"['Frank', 'Eve', 'Sophia', 'Grace', 'Alice']",14,5
2015-02-06,Friday,False,149,210388,"['Frank', 'Tyler', 'Kevin', 'Liam', 'Alice']",14,5
2015-02-07,Saturday,False,386,514152,"['Tyler', 'Olivia', 'Jack', 'Noah', 'Hannah', 'Alice', 'Frank', 'Paul', 'Mia', 'Kevin', 'Bob', 'Riley', 'David']",38,13
2015-02-08,Sunday,False,143,216359,"['Quinn', 'Eve', 'David']",14,3
2015-02-09,Monday,False,121,126445,"['Alice', 'Jack', 'Quinn', 'Riley', 'Bob']",12,5
2015-02-10,Tuesday,False,115,111205,"['Noah', 'Tyler', 'Hannah', 'Alice']",11,4
2015-02-11,Wednesday,False,197,121352,"['Quinn', 'Mia', 'Sophia', 'Eve', 'Alice']",19,5
2015-02-12,Thursday,False,169,217165,"['Frank', 'Olivia', 'Quinn', 'Riley', 'Jack', 'Alice']",15,6
2015-02-13,Friday,False,214,191744,"['Frank', 'Bob', 'Alice', 'Grace', 'Eve', 'Riley', 'David', 'Noah']",21,8
2015-02-14,Saturday,False,218,363406,"['Tyler', 'Kevin', 'Charlie', 'Riley', 'Grace', 'David', 'Bob']",21,7
2015-02-15,Sunday,False,217,295771,"['Jack', 'Quinn', 'Hannah', 'Grace', 'Riley', 'Uma']",21,6
2015-02-16,Monday,False,234,417456,"['Jack', 'Noah', 'Kevin', 'Riley', 'Bob', 'Frank', 'Ivy', 'Uma']",23,8
2015-02-17,Tuesday,False,101,97667,"['Kevin', 'David', 'Sophia']",10,3
2015-02-18,Wednesday,False,145,198070,"['Hannah', 'Mia', 'Jack', 'Bob', 'Alice']",14,5
2015-02-19,Thursday,False,198,247302,"['Liam', 'Kevin', 'Frank', 'Jack', 'Ivy', 'Riley', 'Alice']",19,7
2015-02-20,Friday,False,250,246500,"['Frank', 'Quinn', 'Liam', 'Eve', 'Tyler', 'Mia']",25,6
2015-02-21,Saturday,False,333,429237,"['Olivia', 'Frank', 'Hannah', 'Riley', 'Mia', 'Jack', 'Bob', 'Paul', 'Ivy', 'Sophia', 'Alice']",33,11
2015-02-22,Sunday,False,214,180616,"['Sophia', 'Ivy', 'Eve', 'Jack', 'Paul', 'Riley']",21,6
2015-02-23,Monday,False,92,83720,"['Hannah', 'Eve']",9,2
2015-02-24,Tuesday,False,153,100521,"['Alice', 'Eve', 'Bob', 'Sophia', 'Grace']",14,5
2015-02-25,Wednesday,False,135,189945,"['Olivia', 'Tyler', 'Mia', 'Alice']",13,4
